"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report"
"45414MDRNN3337N","CREATIVE FOAM / DAYTON MOLDED URETHANES (CREATIVE FOAM CORP)","3337 N DIXIE DR, DAYTON,OH 45414","Diisocyanates","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing",".00422",".00422","0%","Source Reduction: W32: Improved procedures for loading, unloading, and transfer operations[-0-4%] - Continuous improvement w/ spill containment processes and minor equipment upgrades that reduce the amount of incidental spills at the point of transfer. Methods to Identify SR Opportunities: T11 : OTHER - 3rd party audits with contractors and vendors that identify equipment improvement and upgrade opportunities.Methods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Continuous improvement opportunities are identified through audits performed within our ISO 14001 Environmental Management System.   Other Environmental Practices: General Environmental Management - We maintain both ISO 14001 and 45001 certified management system.",""
"6018WBLCHF12NUC","BLACHFORD INC (BLACHFORD ENTERPRISES INC)","1200 NUCLEAR DR, WEST CHICAGO,IL 60185","Diisocyanates","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing","0","0","0%","Source Reduction: W43: Substituted a feedstock or reagent chemical with a different chemical  Barriers to P2: Typical uses of off-spec diisocyanates are for spray on insulation for homes and other insulating activities.  Due to health and safety concerns, we chose to dispose of this material rather than send it for reuse.Barriers to P2: Cannot use off-spec material as customers would not accept the poor quality of the product",""
"28144MCKNZSTLUK","MCKENZIE SPORTS PRODUCTS LLC (MCKENZIE SPORTS PRODUCTS INC)","1910 ST LUKES CHURCH RD, SALISBURY,NC 28146","Diisocyanates","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing","0","0","0%","Source Reduction: W51: Instituted recirculation within a process[-0-4%] - Material used to calibrate machinery is now used to hand pour and react within some molds as a filler component.  Barriers to P2: Product used in calibration is difficult to use once it has come into contact with air. The chemical starts to crystalize.",""
"46506NRGBR1215W","JOHNS MANVILLE (BERKSHIRE HATHAWAY INC)","1215 W DEWEY ST, BREMEN,IN 46506","Diisocyanates","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing","36.50","42.90","17.53%","Barriers to P2: There are no known substitutes or alternative technologies at this time.",""
"37406WDBRD100JU","WOODBRIDGE INOAC TECHNICAL PRODUCTS LLC (NA)","1120 JUDD RD, CHATTANOOGA,TN 37406","Toluene-2,4-diisocyanate","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing","908.50","1,119.00","23.17%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-0-4%] - Better PM's on the system has produced less chemical waste.",""
"18201NRGBRVALMO","JOHNS MANVILLE (BERKSHIRE HATHAWAY)","600 JAYCEE DR, HAZLETON,PA 18202","Diisocyanates","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing","14.40","175.00","1114.97%","Source Reduction: W49: Other raw material modifications[-0-4%] - Perpetual attempts to improve efficiency to reduce the volume of raw material needed to produce the same amount of product (increased efficiency).  Barriers to P2: Although continually trying to improve, we need the raw materials volumes in order to continue to make Customer demand.",""
"40069SPRNG70EAS","INOAC GROUP NA LLC (INOAC USA)","70 E INDUSTRY DR, SPRINGFIELD,KY 40069","Diisocyanates","326150: Urethane and Other Foam Product (except Polystyrene) Manufacturing",".09","2.72","2824.73%","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis",""
"06512CRRNT30TYL","CURRENT INC (NA)","30 TYLER ST, EAST HAVEN,CT 06512","Methanol","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","2,400.00","0","-100%","Source Reduction: W42: Substituted raw materials[-100%] - Methanol was used in the resin for the manufacturing of laminates. Current, Inc. has eliminated the need for the use of Methanol in the modified resin.",""
"16509HYSTR5599N","HAYSITE REINFORCED PLASTICS LLC (NA)","5599 NEW PERRY HWY, ERIE,PA 16509","Styrene","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","64,914.80","23,303.00","-64.1%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures Methods to Identify SR Opportunities: T03 : MATERIALS BALANCE AUDITS - Material audits and counts are conducted more often to ensure quantities are accurate. Material usage logs are now retained tomonitor correct usages per formulations.Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Haysite maintains a Continuous Improvement Process program to develop ways to improve on processes that utilize thereported chemicals. The CIP has also led to re-evaluating formulations to determine were less hazardous materials can besubstituted.   Barriers to P2: The COVID-19 pandemic and a slow in growth of business due to market decline.Barriers to P2: At this current time a reduction in use does not appear to be feasible, to maintain the business and continue growth in theuncertain times.Barriers to P2: Substitute of Styrene may cause product quality to decline, as well as the potential to not meet specific UL, MIL-Spec, and otherproduct specific regulatory standards.",""
"43160CRTCC2351K","FIBER TECH INDUSTIRES   OHIO (CELSTAR GROUP INC)","2351 KENSKILL AVE, WASHINGTON COURT HOUSE,OH 43160","Methyl methacrylate","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","12,891.00","5,613.00","-56.46%","Source Reduction: W81: Changed product specifications - We reformulated a product so that it would not require a high MMA containing raw material. Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Changed resin used in a product.",""
"93012MDCLM1150C","PERFORMANCE MATERIALS CORP DBA TORAY PERFORMANCE COMPOSITE (PMC HOLDING CORP)","1150 CALLE SUERTE, CAMARILLO,CA 93012","Methyl methacrylate","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","14,778.30","10,109.50","-31.59%","Source Reduction: W58: Other process modifications - New technology ""BACT"" planned to be used in making products in the future which will drastically reduce VOC emissions.  Other Environmental Practices: Company is working on changing the process to one that will reduce emissions significantly",""
"5574WMNNST825LI","MINNESOTA DIVERSIFIED INDUSTRIES - GR (NA)","825 LILY LANE, GRAND RAPIDS,MN 55744","Lead compounds","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",".10",".07","-30%","Source Reduction: W82: Modified design or composition of product[-50-99%]",""
"28732RLPHWCANEC","WILSONART LLC (CLAYTON DUBILIER & RICE LLC)","80 LA WHITE DR, FLETCHER,NC 28732","Methanol","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","71,167.00","61,141.00","-14.09%","",""
"28732RLPHWCANEC","WILSONART LLC (CLAYTON DUBILIER & RICE LLC)","80 LA WHITE DR, FLETCHER,NC 28732","Formaldehyde","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","19,031.00","16,471.00","-13.45%","",""
"28732RLPHWCANEC","WILSONART LLC (CLAYTON DUBILIER & RICE LLC)","80 LA WHITE DR, FLETCHER,NC 28732","Phenol","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","27,810.00","24,151.00","-13.16%","",""
"67301FBRGL1018W","MFG CONSTRUCTION PRODUCTS (MOLDED FIBER GLASS CO)","1018 W SYCAMORE ST, INDEPENDENCE,KS 67301","Styrene","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","15,172.00","13,431.00","-11.48%","Source Reduction: W49: Other raw material modifications - Our vendor lowered the styrene percentage in our most used resin Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Our main resin was reduced from 39% styrene to close to 32% styrene with no effect on production",""
"91761WMBRR1400S","PRC COMPOSITES LLC (NA)","1400 S CAMPUS AVE, ONTARIO,CA 91761","Styrene","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","500.00","500.00","0%","Source Reduction: W84: Developed a new chemical product to replace previous chemical product[-15-24%] - We are trying to use new Chemicals to replace Styrene in our Formulations.  Barriers to P2: Waiting for Source Testing on an Oxidizer from AQMD. Hope to have permitting this year.Other Environmental Practices: Energy Recovery - We have an Oxidizer to use to Burn any excess Styrene. We are waiting for Permitting to be complete this year.",""
"11704MRCNC400SH","AMERICAN ACRYLIC CORP (NA)","400 SHEFFIELD AVE, WEST BABYLON,NY 11704","Methyl methacrylate","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","5,233.00","5,515.00","5.39%","Source Reduction: W52: Modified equipment, layout, or piping",""
"43160CRTCC2351K","FIBER TECH INDUSTIRES   OHIO (CELSTAR GROUP INC)","2351 KENSKILL AVE, WASHINGTON COURT HOUSE,OH 43160","Styrene","326130: Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","14,641.00","28,102.00","91.94%","Other Environmental Practices: We have improved the capture on a process so more emissions are controlled.",""
"33811NDLPL4225D","INDUSTRIAL COMPOSITE SYSTEMS DBA INDUSTRIAL PLASTIC SYSTEMS (NA)","4225 DRANE FIELD RD, LAKELAND,FL 33811","Styrene","326122: Plastics Pipe and Pipe Fitting Manufacturing","6,826.00","4,719.00","-30.87%","Other Environmental Practices: Will continue to manage our emissions (ie: covering open containers)  We have started using one product which has some vapor suppression ingredients. Will explore expanding their use.",""
"5701WMGLNR515NI","OMEGA LINER CO INC (NA)","515 NOID ROAD, CANTON,SD 57013","Styrene","326122: Plastics Pipe and Pipe Fitting Manufacturing","1,000.00","1,000.00","0%","Source Reduction: W58: Other process modifications[-0-4%] - Tighter controls on resiin volumes reducing waste resin. Methods to Identify SR Opportunities: T03 : MATERIALS BALANCE AUDITS - Tracking resin usage and waste on liner by liner basis   Barriers to P2: current product resin system has no available alternatives",""
"74801CNTRLHWY17","GEORG FISCHER CENTRAL PLASTICS LLC (GEORG FISCHER)","39605 INDEPENDENCE, SHAWNEE,OK 74804","Lead","326122: Plastics Pipe and Pipe Fitting Manufacturing","11.02","11.15","1.18%","Barriers to P2: Facility actively involved in source reduction and metal recovery of scrap metal.",""
"9842WPXCLL3117T","PEXCO LLC (PEXCO LLC)","3110 70TH AVENUE E, TACOMA,WA 98424","Styrene","326121: Unlaminated Plastics Profile Shape Manufacturing","1.00",".50","-50%","Source Reduction: Continue with Plant wide effort to reduce scrap and reuse source materialOther Environmental Practices: Recycling - Continue with Plant wide effort to reduce scrap and reuse source material",""
"9842WPXCLL3117T","PEXCO LLC (PEXCO LLC)","3110 70TH AVENUE E, TACOMA,WA 98424","Di(2-ethylhexyl) phthalate","326121: Unlaminated Plastics Profile Shape Manufacturing","1.10",".90","-18.18%","Other Environmental Practices: Recycling - Effort to reuse source material instead of sending to landfill",""
"4406WCPLYM947PI","ACO INC (ACO INC)","9470 PINECONE DR, MENTOR,OH 44060","Styrene","326121: Unlaminated Plastics Profile Shape Manufacturing","2,809.00","2,491.85","-11.29%","",""
"70508SSFNT29GLA","SEASAFE INC (GIBRALTAR INDUSTRIES INC)","209 GLASER DR, LAFAYETTE,LA 70508","Styrene","326121: Unlaminated Plastics Profile Shape Manufacturing","3,243.95","3,081.75","-5%","Source Reduction: W58: Other process modifications[-50-99%] - add on controls to reduce emissions",""
"19007DNMRC145WH","DUNMORE INTERNATIONAL CORP (WEBFINANCIAL HOLDING)","145 WHARTON RD, BRISTOL,PA 19007","Xylene (mixed isomers)","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","256.00","13.00","-94.92%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeoversSource Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond",""
"32514GLMNS8780E","PALL CORP (PALL CORP)","8780 ELY RD, PENSACOLA,FL 32514","Ethylene glycol","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","1,300.08","697.44","-46.35%","Other Environmental Practices: General Environmental Management - This Facility is ISO14001:2015 certified.Other Environmental Practices: Recycling - This facility increased recycling activities by 60% and is currently working on a project to treat and re-use a portion of the wastewater generated on site that is currently being sent to the POTW.",""
"49345GNRLF320SO","GENERAL FORMULATIONS INC (CELIA CORP)","320 S UNION, SPARTA,MI 49345","Toluene","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","1,547.00","920.00","-40.53%","Source Reduction: W52: Modified equipment, layout, or piping - A new RTO was purchased and installed. The testing showed a destruction efficiency of 99%.  The older one had a destruction efficiency of 98.5%. Methods to Identify SR Opportunities: T11 : OTHER - The purchase of the new RTO allowed us to use an additional 30% of adhesives (growth for the company) and only emit and additional 3% of VOc's.",""
"2858WTRYND182IN","ROWMARK CUSTOM LAMINATIONS (ROWMARK LLC)","182 INDUSTRIAL PARK DR, TRENTON,NC 28585","Methyl isobutyl ketone","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","2,138.00","1,292.00","-39.57%","Barriers to P2: Had to run with less people due to covid and could not do the things needed to make the changesOther Environmental Practices: Energy Recovery - Would like to upgrade our oxidizer to reheat the plant from the heat from the unit",""
"90040LLYNC6900E","AMERICAN RENOLIT CORP LA (NA)","6900 ELM ST, COMMERCE,CA 90040","Di(2-ethylhexyl) phthalate","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","417.00","255.00","-38.85%","Source Reduction: Source Reduction - Source reduction activities are not applicable as it is not economically feasible at the levels used.",""
"32514GLMNS8780E","PALL CORP (PALL CORP)","8780 ELY RD, PENSACOLA,FL 32514","Methanol","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","6,505.16","4,566.44","-29.8%","Other Environmental Practices: General Environmental Management - This Facility is ISO14001:2015 certified.Other Environmental Practices: Recycling - This facility increased recycling activities by 60% and is currently working on a project to treat and re-use a portion of the wastewater generated on site that is currently being sent to the POTW.",""
"24540NTRTPSTATE","INTERTAPE POLYMER CORP (INTERTAPE POLYMER GROUP)","1101 EAGLE SPRINGS RD, DANVILLE,VA 24540","Toluene","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","82,077.00","59,780.00","-27.17%","Other Environmental Practices: Recycling - Our manufacturing process utilizes a carbon bed adsorption system and associated reclaim/recycle system to minimize Toluene VOC emissions.Source Reduction: Methods for Identifying Pollution Prevention Opportunities - The carbon in the carbon bed adsorption system is periodically tested for activity level and physical breakdown to evaluate aging of the carbon.  This data is used to determine appropriate timing for proactive replacement of the carbon thus maintaining reclaim system performance.",""
"10509CMVCNROUTE","DUNMORE INTERNATIONAL CORP (WEBFINANCIAL HOLDING)","3633 DANBURY RD, BREWSTER,NY 10509","Toluene","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","2,145.00","1,699.00","-20.79%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers",""
"43832DVRSTONEGE","BOLTARON INC (SIMONA AMERICA INC)","1 GENERAL ST, NEWCOMERSTOWN,OH 43832","Antimony compounds","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","15.90","13.20","-16.98%","Other Environmental Practices: Recycling - Blue Ocean both provides a recycling service for some of our material processing and returning the polymer (PVC) sheet back to us in a pulverized form to be reused as a raw material or they will sell the material to other customers who can use this polymer.Barriers to P2: Antimony is a key ingredient to ensure our product meets required levels of heat release and smoke density for the industryapplication. Other raw materials have been tested in the past without success.Barriers to P2: Antimony is a key ingredient to ensure our product meets required levels of heat release and smoke density for the industryapplication. Other raw materials have been tested in the past without success.",""
"42303WRGRC5525U","DARAMIC LLC (POLYPORE INTERNATIONAL LP)","5525 HWY 2830, OWENSBORO,KY 42303","n-Hexane","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","269,225.94","234,455.66","-12.91%","Source Reduction: W58: Other process modifications[-0-4%] - Additional R&D along with updated process techniques has yielded less n-hexane usage. Methods to Identify SR Opportunities: T11 : OTHER - Additional R&D along with updated process techniques has yielded less n-hexane usage.",""
"19007DNMRC145WH","DUNMORE INTERNATIONAL CORP (WEBFINANCIAL HOLDING)","145 WHARTON RD, BRISTOL,PA 19007","Toluene","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","1,405.00","1,400.00","-.36%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeoversSource Reduction: W19: Other changes in operating practices",""
"70715NNYPLLA1NO","NAN YA PLASTICS CORP AMERICA (NAN YA PLASTICS CORP AMERICA)","5561 NORMANDY RD, BATCHELOR,LA 70715","Antimony compounds","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","0","0","0%","Source Reduction: W49: Other raw material modifications Methods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Change in stabilizer material used, that are environmentally friendly.   Other Environmental Practices: Recycling - Any and all raw materials can be recycled back to a finish product.",""
"54751MCXXX1425P","3M CO - MENOMONIE (3M CO)","1425 STOKKE PKWY, MENOMONIE,WI 54751","Toluene","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","131,582.00","133,487.00","1.45%","Source Reduction: W42: Substituted raw materials",""
"19007DNMRC145WH","DUNMORE INTERNATIONAL CORP (WEBFINANCIAL HOLDING)","145 WHARTON RD, BRISTOL,PA 19007","Methyl isobutyl ketone","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","399.00","417.00","4.51%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeoversSource Reduction: W19: Other changes in operating practices",""
"32514GLMNS8780E","PALL CORP (PALL CORP)","8780 ELY RD, PENSACOLA,FL 32514","N,N-Dimethylformamide","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","22,438.00","24,014.68","7.03%","Other Environmental Practices: General Environmental Management - This Facility is ISO14001:2015 certified.Other Environmental Practices: Recycling - This facility increased recycling activities by 60% and is currently working on a project to treat and re-use a portion of the wastewater generated on site that is currently being sent to the POTW.",""
"49345GNRLF320SO","GENERAL FORMULATIONS INC (CELIA CORP)","320 S UNION, SPARTA,MI 49345","n-Hexane","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","184.00","205.00","11.41%","Source Reduction: W52: Modified equipment, layout, or piping - The use of the new RTO with a better destruction efficiency (99.0%) versus the older RTO destruction efficiency of (98.5%).",""
"06902PLYCS69SOU","SPARTECH LLC (NA)","69 SOUTHFIELD AVE, STAMFORD,CT 06902","Methyl methacrylate","326113: Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing","4,845.40","5,765.00","18.98%","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis[-0-4%]",""
"3378WQWRXX14566","AQUAWORX (NA)","10450 66TH ST N, PINELLAS PARK,FL 33782","Styrene","326112: Plastics Packaging Film and Sheet (including Laminated) Manufacturing","13,537.00","9,154.00","-32.38%","Source Reduction: W58: Other process modifications[-5-14%] - utilized non atomized application equipment",""
"28645NPTCNHIGHW","NEPTCO INC (CHASE CORP)","2012 HICKORY BLVD, LENOIR,NC 28645","Toluene","326112: Plastics Packaging Film and Sheet (including Laminated) Manufacturing","8,450.00","8,846.00","4.69%","Source Reduction: W84: Developed a new chemical product to replace previous chemical product",""
"98908SHLDS1009R","NOVOLEX SHIELDS (NA)","1009 ROCK AVE, YAKIMA,WA 98902","Lead compounds","326111: Plastics Bag Manufacturing","0","1,040.00","∞","Source Reduction: W42: Substituted raw materials[-100%] - Replaced the lead containing product (yellow resin colorant) with a product that does not contain lead. Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Vendor agreed to take unused colorant back to their warehouse without charge.Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Identified customer who uses this raw material in their product and they were pleased we were trying to remove from inventory. Shipping arranged to send back to vendor.   Source Reduction: Source Reduction - Identified product containing lead and was able to remove from inventory and replace with a colorant that did not contain lead.",""
"30004LPRTW1400B","INNOVATIVE WATER CARE LLC (INNOVATIVE WATER CARE GLOBAL CORP)","1400 BLUEGRASS LAKES PKWY, ALPHARETTA,GA 30004","Certain glycol ethers","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","731.00","0","-100%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers",""
"4470WHYDRD221ST","HYDRODEC OF NA LLC (NA)","2021 STEINWAY BLVD SE, CANTON,OH 44707","Polychlorinated biphenyls","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","3.69","0","-100%","Source Reduction: Source Reduction - Source reduction does not apply to our facility. The PCBs are a contaminant in the used transformer oil that we process here. Part of our process treats and removes the PCBs. That is a service to our customers. Consequently, we would not actively seek to reduce the PCBs that we process here.",""
"77506BYPRT223NB","MACDERMID (ELEMENT SOLUTIONS INC.)","223 N BROCKMAN, PASADENA,TX 77506","Diethanolamine","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","10.00","-98%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"30207BLBNC1735D","BIOLAB INC (KIK INTERNATIONAL LLC)","1735 DOGWOOD DR, CONYERS,GA 30012","Certain glycol ethers","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","271.00","9.04","-96.66%","Source Reduction: W39: Other spill or leak prevention[-50-99%] - Ceased using to control foaming on conveyor line.",""
"08873NNCRB40VER","FANCYHEAT CORP (NA)","40 VERONICA AVE, SOMERSET,NJ 08873","Methanol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","1,792.00","350.00","-80.47%","Source Reduction: Source Reduction - Due to Covid-19 Sales of Chafing Dish Fuel was very low. Thus significantly lower emission.",""
"44105FRRCR4150E","FERRO CORP (FERRO CORP)","4150 E 56TH ST, CLEVELAND,OH 44105","Lead compounds","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","947.81","375.04","-60.43%","Source Reduction: W89: Other product modifications - Significant portion of site was shut down Methods to Identify SR Opportunities: T11 : OTHER - Significant portion of site was shut down",""
"78112CLRWT4420S","LUBRIZOL CORP (BERKSHIRE HATHAWAY INC)","4420 S FLORES RD, ELMENDORF,TX 78112","Methanol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","30,127.00","15,122.22","-49.81%","Source Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources[-50-99%] - Continued implementation of Leak Detection and Repair Program that monitors fugitive emissions from tanks and reactors.",""
"4413WCVNTY4639V","COVENTYA INC (COVENTYA INC)","4639 VAN EPPS ROAD, BROOKLYN HEIGHTS,OH 44131","Chromium compounds (except for chromite ore mined in the Transvaal Region)","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","390.00","213.00","-45.38%","Source Reduction: W42: Substituted raw materials[-15-24%] Methods to Identify SR Opportunities: T02 : EXTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Switched a raw material from Chromic Acid Flake to a Chromic Acid Solution to reduce potential air emissions.Methods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Switched a raw material from Chromic Acid Flake to a Chromic Acid Solution to reduce potential employee exposure to air borne dusts.   Other Environmental Practices: Waste Treatment - After issues were resolved with the filter press we purchased we finally applied for our amended permit and received it early this year 2021.  We are expecting this to help consolidate some of our waste in one stream.",""
"44306RVLSC255HU","REVLIS CORP (NA)","255 HUNTINGTON AVE, AKRON,OH 44306","Lead compounds","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing",".50",".30","-40%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers",""
"44306RVLSC255HU","REVLIS CORP (NA)","255 HUNTINGTON AVE, AKRON,OH 44306","Antimony compounds","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","1,872.00","1,163.00","-37.87%","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers",""
"7003WSNDRL53MAI","SUN DRILLING PRODUCTS CORP (NA)","503 MAIN STREET, BELLE CHASSE,LA 70037","Styrene","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","7,260.00","4,860.00","-33.06%","Barriers to P2: Styrene is an essential ingredient in the production process.Other Environmental Practices: General Environmental Management - Provide regular inspection and training. Have active spill prevention and storm water pollution prevention control plans. While styrene is an essential ingredient in the copolymer bead production process, plant has active hazardous waste management plan targeted to waste reduction.",""
"4883WSHLLF485EV","SHELL FOWLERVILLE (SHELL OIL CO)","485 E VAN RIPER RD, FOWLERVILLE,MI 48836","Diethanolamine","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","2,266.00","1,617.00","-28.64%","Other Environmental Practices: Waste minimization efforts are continuously implemented and evaluated. In addition, opportunities to utilize additives (raw materials) with reduced concentrations of TRI chemicals are always considered.",""
"7744WRFNRY3816F","REFINERY SPECIALTIES HEMPSTEAD FACILITY (RSI HOLDINGS LLC)","38106 FM 3346 RD, HEMPSTEAD,TX 77445","Formaldehyde","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","23.00","21.00","-8.7%","Other Environmental Practices: Releases of formaldehyde to the environment are largely fugitive air emissions from hose connections and valves  all bulk formaldehyde is stored in fully enclosed tanks, with vents routed to a scrubber. The production process results in 100% consumption of formaldehyde to produce a new chemical product. In addition, the reaction takes place in a fully-enclosed reactor that typically operates at or slightly below atmospheric pressure, with vents routed to a scrubber. During normal operations the process produces no waste, and spent scrubber water is recycled back into the process and/or incorporated into other saleable products.Barriers to P2: The current manufacturing process does not produce any waste and all formaldehyde is consumed in the reaction to make a final product. Any formaldehyde in drip trays or scrubber water is placed back into the process and reacted to consume it.Source Reduction: Ways P2 Was Incorporated in Original Process Design - The design of the formaldehyde storage tanks and reactors was intended to limit the potential for any uncontrolled releases. Although not a closed-loop process, all vents are controlled by a two-stage monoethanolamine (MEA)/water scrubber, which removes >95% of the formaldehyde vapor from the tank and reactor vent streams. Spent scrubber water is incorporated back into product blends for sale to customers to avoid the expense and liability associated with off-site waste disposal or water treatment and discharge.",""
"77380SGMGN9186S","SIGMA LIFE SCIENCES (EMD HOLDING CORP)","9186 SIX PINES, SUITE 100, THE WOODLANDS,TX 77380","Acetonitrile","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","1,405.00","1,305.00","-7.12%","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis",""
"73143BCHMN2220S","BACHMAN SERVICES INC AN INNOSPEC CO (NA)","2220 S PROSPECT AVE, OKLAHOMA CITY,OK 73129","Methanol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","1,500.00","1,500.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
"7806WNDPND472EA","INDEPENDENCE OILFIELD CHEMICALS LLC PLEASANTON TX (INNOSPEC INC)","472 EAGLEFORD DR., PLEASANTON,TX 78064","Methanol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","1,000.00","1,000.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
