OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S005-377,NINEMILE CK JUST S OF W 106TH ST IN BLOOMINGTON,River/Stream,"NINEMILE CREEK JUST SOUTH OF W 106TH STREET IN BLOOMINGTON, MINNESOTA.  T27N/R24W/S21.",07020012,,,,,44.8081000000,-93.3012000000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,053,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S005-379,"BLUE EARTH R, 0.25 MI N OF CSAH-9, 2 MI W OF RAPIDAN",River/Stream,"BLUE EARTH RIVER, 0.25 MILE NORTH OF COUNTY STATE AID HIGHWAY 9, 2 MILES WEST OF RAPIDAN, MINNESOTA.  T107N/R27W/S6.",07020009,,,,,44.0959070000,-94.1091730000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,013,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S005-381,ROCK R AT CSAH-4 IN LUVERNE,River/Stream,"ROCK RIVER AT COUNTY STATE AID HIGHWAY 4 IN LUVERNE, MINNESOTA.  T102N/R45W/S11.",10170204,,,,,43.6540520000,-96.2011050000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,133,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",River/Stream,"BATTLE CREEK JUST WEST OF U.S. NUMBERED TRUNK HIGHWAY 61, 1 MILE EAST OF THE MISSISSIPPI RIVER IN ST. PAUL, MINNESOTA.  T28N/R22W/S3.",07010206,,,,,44.9366700000,-93.0326930000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,123,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S005-788,"TAMARAC R AT CSAH-22, 4.7 MI NW OF STEPHEN",River/Stream,"TAMARAC RIVER AT COUNTY STATE AID HIGHWAY 22, 4.7 MILES NORTHWEST OF STEPHEN, MINNESOTA.  THIS STATION IS THE DNR STREAM GAGING SITE FOR THE TAMARAC RIVER IN MARSHALL COUNTY.  T158N/R49W/S22.",09020311,,,,,48.4922770000,-96.9550290000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,089,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S006-172,"HAZEL CK AT MN-274, 3 MI S OF GRANITE FALLS",River/Stream,"HAZEL CREEK AT MINNESOTA STATE NUMBERED TRUNK HIGHWAY 274, 3 MILES SOUTH OF GRANITE FALLS, MINNESOTA.  T115N/R39W/S16",07020004,,,,,44.7640400000,-95.5443400000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,173,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S007-314,"YELLOW MEDICINE R AT MN TH-274, 4.5 MI N OF WOOD LAKE, MN.",River/Stream Perennial,,07020004,,,,,44.7152030000,-95.5440570000,0,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,27,173,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S007-852,"MINNESOTA R (STATE PARK ACCESS) AT UPPER SIOUX AGENCY STATE PARK, 5 MI SE OF GRANITE FALLS, MN.",River/Stream Perennial,,07020004,,,,,44.7413350000,-95.4588090000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,129,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S016-359,"HAZEL CK, BEHIND PUBLIC WORKS BLDG ON RESERVATION, 4 MI SO OF GRANITE FALLS, MN",River/Stream Perennial,,07020004,,,,,44.7608000000,-95.5143000000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,173,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-S016-603,"LE SUEUR R AT KERNS BRIDGE, END OF IVYWOOD LN 1 RIVER MI DS OF OLD 66 BRIDGE/S000-340",River/Stream,,07020011,,,,,44.1097900000,-94.0420000000,0,,,Interpolation-Digital Map Source,UNKWN,,,,,,,US,27,013,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00004,Big Spring @ BCVSP,Spring,,07040008,,,,,43.6400600000,-91.5754840000,0,,,Interpolation-Digital Map Source,NAD83,904,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,055,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00005,Burr Oak Spring,Spring,,07040008,,,,,43.6130700000,-92.1452800000,0,,,Interpolation-Digital Map Source,NAD83,1194,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00007,Cold Spring South,Spring,,07040004,,,,,44.2923900000,-92.4334300000,0,,,Interpolation-Digital Map Source,NAD83,872,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,157,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00009,Crystal Springs #1,Spring,,07040003,,,,,44.0747300000,-91.9854300000,0,,,Interpolation-Digital Map Source,NAD83,769,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,169,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00010,Fountain Spring East,Spring,,07040008,,,,,43.7528600000,-92.1470600000,0,,,Interpolation-Digital Map Source,NAD83,1186,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00011,Fountain Spring West,Spring,,07040008,,,,,43.7526500000,-92.1474700000,0,,,Interpolation-Digital Map Source,NAD83,1211,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00015,Lanesboro Spring #2,Spring,,07040008,,,,,43.6998600000,-91.9949600000,0,,,Interpolation-Digital Map Source,NAD83,872,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00016,Peterson #1 East Main Spring,Spring,,07040008,,,,,43.7651200000,-91.8187000000,0,,,Interpolation-Digital Map Source,NAD83,792,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00017,Rainy Spring,Spring,,07040008,,,,,43.6114900000,-92.2206300000,0,,,Interpolation-Digital Map Source,NAD83,1210,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00022,"Spring Creek Spring, Goodhue County",Spring,,07040002,,,,,44.5134100000,-92.6611400000,0,,,Interpolation-Digital Map Source,NAD83,884,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,049,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00024,Canfield Spring,Spring,,07040003,,,,,44.2671700000,-92.0722300000,0,,,Interpolation-Digital Map Source,NAD83,837,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,157,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00030,"ROOT R SF SPRING, JUST SO. OF UNN RD, 0.9 MI NE OF AMHERST, MN.",Spring,,07040008,,,,,43.6125900000,-91.8776400000,0,,,Interpolation-Digital Map Source,NAD83,1031,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,045,,,,,,,,,STORET
MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,MNDA_PESTICIDE-SP00031,"BADGER CK SPRING, JUST SO OF MN-76, 3.89 MI NW OF CALEDONIA, MN.",Spring,,07040008,,,,,43.6889700000,-91.5430100000,0,,,Interpolation-Digital Map Source,NAD83,890,ft,,,Light Detection And Ranging (LiDAR),NAVD88,US,27,055,,,,,,,,,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S016-273,"SECOND CK HEADWATERS, JUST DWSTR OF THE CULVERT UNDER THE PAVED MINING ROAD SOUTH OF WHERE THE SEEP EMANATES FROM THE TAILINGS BASIN. MONITORING IS ONGOING UNDER THE REQUIREMENTS OF MN0054089",River/Stream,,04010201,,,,,47.5948330000,-92.1250700000,0,,,GPS-Unspecified,NAD83,,,,,,,US,27,137,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-GW03,EDA special project,Well,NWNE Sec 21 T3S R2E,14060003,,,,,40.2131055600,-109.7702916700,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,80,ft,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-GW04,EDA special project,Well,Lot 4 Sec 3 T4S R2E,14060003,,,,,40.1710083300,-109.7627250000,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,80,ft,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-GW08,EDA special project,Well,NWNW Sec 28 T3S R2E,14060003,,,,,40.1970805600,-109.7817111100,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,60,ft,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW01,EDA Special project,River/Stream,NENE Sec 10 T3S R1E,14060003,,,,,40.2415777800,-109.8594277800,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW02,EDA special project,River/Stream,"Lot 1 Sec 30 T3S R1E, NWSW Sec 29 T3S R1E",14060003,,,,,40.1929611100,-109.9158194400,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW03,EDA special project,River/Stream,"SESE Sec 17 T3S R2E, NWSW Sec 23 T3S R1E",14060003,,,,,40.2067166700,-109.8592388900,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW04,EDA special project,River/Stream,SWSW Sec 8 T3S R2E,14060003,,,,,40.2329166700,-109.8021833300,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW06,EDA special project,River/Stream,NENE Sec 8 T3S R1E,14060003,,,,,40.2432944400,-109.9008694400,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW07,EDA special project,River/Stream,SESE Sec 20 T3S R2E,14060003,,,,,40.2015666700,-109.7838416700,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW08,EDA special project,River/Stream,Lot 7 Sec 11 T4S R2E,14060003,,,,,40.1520694400,-109.7411805600,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW09,EDA Special Project,River/Stream,NWNW Sec 2 T3S R1E,14060003,,,,,40.2578861100,-109.8562055600,,,,Unknown,UNKWN,,,,,,,US,49,047,,,,,,,,,STORET
NTHRNUTE,Northern Ute Indian Tribe (UT),NTHRNUTE-SW 13/37016015,EDA special project,River/Stream,,,,,,,1.0000000000,-1.0000000000,,,,Unknown,UNKWN,,,,,,,US,,,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10344-ORDEQ,Willamette River at Wheatland Ferry,River/Stream,,17090007,,,,,45.0902697000,-123.0454481000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10346-ORDEQ,Willamette River at Salem RR Bridge,River/Stream,,17090007,,,,,44.9470786500,-123.0420064000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10350-ORDEQ,Willamette River at Albany (eastbound Hwy 20 bridge),River/Stream,,17090003,,,,,44.6392613900,-123.1051462000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,003,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10355-ORDEQ,Willamette River at Hwy 99E (Harrisburg),River/Stream,,17090003,,,,,44.2673838000,-123.1745177000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10360-ORDEQ,Clackamas River at Hwy 99E (Gladstone),River/Stream,,17090011,,,,,45.3731345900,-122.6015546000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10363-ORDEQ,Yamhill River at Dayton,River/Stream,,17090008,,,,,45.2231019900,-123.0721362000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10366-ORDEQ,South Santiam River Hwy 226 (Crabtree),River/Stream,,17090006,,,,,44.6305120000,-122.9242867000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,043,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10373-ORDEQ,Mary's River at 99W (Corvallis),River/Stream,,17090003,,,,,44.5567174300,-123.2642568000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,003,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10376-ORDEQ,McKenzie River at Coburg Road,River/Stream,,17090004,,,,,44.1121955700,-123.0470094000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10386-ORDEQ,Middle Fork Willamette River at Jasper Bridge,River/Stream,,17090001,,,,,43.9984153400,-122.9059819000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10434-ORDEQ,Bear Creek at Valley View Road (North of Ashland),River/Stream,,17100308,,,,,42.2211674700,-122.7405099000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10456-ORDEQ,Tualatin River at Boones Ferry Road,River/Stream,,17090010,,,,,45.3859689200,-122.7571138000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10637-ORDEQ,Molalla River at Knights Bridge Road (Canby),River/Stream,,17090009,,,,,45.2674964500,-122.7103007000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10640-ORDEQ,Pudding River at Hwy 211 (Woodburn),River/Stream,,17090009,,,,,45.1504954000,-122.7928998000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10792-ORDEQ,North Santiam River at Greens Bridge,River/Stream,,17090005,,,,,44.7083195900,-122.9725255000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10868-ORDEQ,North Fork Deep Creek at Hwy 212 (upstream of Boring),River/Stream,,17090011,,,,,45.4325208100,-122.3546270000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10899-ORDEQ,Zollner Creek at Monitor-McKee Road Bridge,River/Stream,,17090009,,,,,45.1002791400,-122.8224083000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10916-ORDEQ,Tualatin River at Bridge upstream of mouth,River/Stream,/TYPA/AMBNT/STREAM,17090010,,,,,45.3405280000,-122.6544170000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-10917-ORDEQ,Pudding River at Hwy 99E (Aurora),River/Stream,,17090009,,,,,45.2336604200,-122.7501999000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11051-ORDEQ,Bear Creek at Kirtland Road (Central Point),River/Stream,,17100308,,,,,42.4268301100,-122.9573795000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11140-ORDEQ,Long Tom River at Stow Pit Road (Monroe),River/Stream,,17090003,,,,,44.3427793500,-123.2954319000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,003,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11180-ORDEQ,Calapooia River at Queen Road,River/Stream,,17090003,,,,,44.6196987300,-123.1284091000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,043,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11275-ORDEQ,Coast Fork Willamette at Mt. Pisgah Park,River/Stream,,17090002,,,,,44.0122996000,-122.9835402000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11321-ORDEQ,Johnson Creek at SE 17th Avenue (Portland),River/Stream,,17090012,,,,,45.4466936100,-122.6431333000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11519-ORDEQ,Zollner Creek at Marquam Road,River/Stream,,17090009,,,,,45.0712432600,-122.7594710000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-11972-ORDEQ,Lenz Creek at mouth,River/Stream,,17070105,,,,,45.6446144000,-121.5147318000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,027,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-12303-ORDEQ,Bear Creek at 10th Street (Medford),River/Stream,,17100308,,,,,42.3247353400,-122.8676523000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-13141-ORDEQ,Neal Creek at mouth (upstream of bridge),River/Stream,,17070105,,,,,45.6638625300,-121.5255460000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,027,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-13183-ORDEQ,East Fork Neal Creek at mouth,River/Stream,,17070105,,,,,45.5945783300,-121.4990237000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,027,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-13249-ORDEQ,Odell Creek upstream of Odell WWTP outfall,River/Stream,,17070105,,,,,45.6423603300,-121.5434084000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,027,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14182-ORDEQ,Agate Beach LNDFL MW B1,Well,,17100204,,,,,44.6979000000,-124.0585000000,,,,Unknown,NAD83,,,,,,,US,41,041,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14187-ORDEQ,Agate Beach Landfill Monitoring Well B4,Well,,17100204,,,,,44.6963000000,-124.0593000000,,,,Unknown,NAD83,,,,,,,US,41,041,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14320-ORDEQ,Brown's Island Landfill Monitoring Well 8A,Well,,17090007,,,,,44.9258330000,-123.0786110000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14326-ORDEQ,Brown's Island Landfill Monitoring Well 10B,Well,,17090007,,,,,44.9247220000,-123.0969440000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14327-ORDEQ,Brown's Island Landfill Monitoring Well 10C,Well,,17090007,,,,,44.9247220000,-123.0969440000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14330-ORDEQ,Brown's Island Landfill Monitoring Well 12A,Well,,17090007,,,,,44.9272220000,-123.0861110000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14810-ORDEQ,"Finley Butte Landfill, Monitoring Well 3",Well,/NONAMB/WELL/LNDFL,17070101,,,,,45.6836110000,-119.5861110000,,,,Unknown,NAD83,,,,,,,US,41,049,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14811-ORDEQ,"Finley Butte Landfill, Monitoring Well 4",Well,,17070103,,,,,45.6897220000,-119.5808330000,,,,Unknown,NAD83,,,,,,,US,41,049,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14813-ORDEQ,"Finley Butte Landfill, Monitoring Well 7",Well,/NONAMB/WELL/LNDFL,17070101,,,,,45.6863890000,-119.6011110000,,,,Unknown,NAD83,,,,,,,US,41,049,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14931-ORDEQ,Hillsboro Landfill Monitoring Well 6,Well,/NONAMB/WELL/LNDFL,17090010,,,,,45.4980560000,-122.9766670000,,,,Unknown,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-14940-ORDEQ,Hillsboro Landfill  MW-3R,Well,,17090010,,,,,45.4952780000,-122.9794440000,,,,Unknown,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15446-ORDEQ,Nash Pit Landfill Monitoring Well 1,Well,,17090012,,,,,45.5625000000,-122.5808330000,,,,Unknown,NAD83,,,,,,,US,41,051,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15451-ORDEQ,Nash Pit Landfill Monitoring Well MW-7,Well,,17090012,,,,,45.5668330000,-122.5872780000,,,,Unknown,NAD83,,,,,,,US,41,051,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15452-ORDEQ,Nash Pit Landfill MW-8,Well,,17090012,,,,,45.5665560000,-122.5858060000,,,,Unknown,NAD83,,,,,,,US,41,051,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15968-ORDEQ,Tillamook Landfill Monitoring Well 2,Well,/NONAMB/WELL/LNDFL,17100203,,,,,45.4163890000,-123.8397220000,,,,Unknown,NAD83,,,,,,,US,41,057,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15970-ORDEQ,Leachate Sump at Tillamook Landfill,Leachate-SamplePoint,/NONAMB/WELL/LNDFL,17100203,,,,,45.4161110000,-123.8372220000,,,,Unknown,NAD83,,,,,,,US,41,057,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15978-ORDEQ,Tillamook Landfill Monitoring Well 4A Deep,Well,/NONAMB/WELL/LNDFL,17100203,,,,,45.4166670000,-123.8366670000,,,,Unknown,NAD83,,,,,,,US,41,057,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-15985-ORDEQ,Tillamook Landfill Replaced T8A,Well,/NONAMB/WELL/LNDFL,17100203,,,,,45.4155560000,-123.8522220000,,,,Unknown,NAD83,,,,,,,US,41,057,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-16700-ORDEQ,New Woodburn Landfill Monitoring Well L-14 (MW-E),Well,,17090009,,,,,45.1780560000,-122.8619440000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-16706-ORDEQ,Woodburn Landfill Well L16,Well,,17090009,,,,,45.1355560000,-122.8666670000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
